time,claremont_count,innaloo,kelmscott_count,myaree_count,northbridge_count,oconnor_count,scarbs_count,shenton_count,vic_count
20:42:02 2021/02/20,17,18,7,9,6,5,4,,17
20:52:05 2021/02/20,16,21,9,8,4,6,2,,15
21:02:08 2021/02/20,17,19,12,5,3,8,2,,15
21:12:10 2021/02/20,18,18,11,2,3,7,3,,11
21:22:12 2021/02/20,16,16,10,3,6,7,2,,10
21:32:15 2021/02/20,15,17,8,3,7,7,4,,6
21:42:17 2021/02/20,19,15,8,3,6,4,7,,5
21:52:20 2021/02/20,16,15,6,3,6,2,6,,6
22:02:22 2021/02/20,12,13,4,4,7,,7,,6
22:12:24 2021/02/20,9,11,4,6,7,,6,,6
22:22:27 2021/02/20,9,10,3,6,4,1,7,,8
22:32:29 2021/02/20,9,8,4,10,2,1,7,,8
22:42:32 2021/02/20,4,6,4,10,2,1,3,,6
22:52:35 2021/02/20,2,1,5,10,3,1,3,,7
23:02:37 2021/02/20,2,3,4,9,1,3,2,,8
23:12:40 2021/02/20,2,3,4,14,1,3,2,,8
23:22:43 2021/02/20,1,4,3,13,2,2,2,,6
23:32:46 2021/02/20,2,4,2,10,5,3,1,,8
23:42:49 2021/02/20,3,4,2,10,5,3,1,,8
23:52:52 2021/02/20,4,5,,9,4,3,,,7
00:02:55 2021/02/21,3,3,,10,4,2,,,3
00:12:58 2021/02/21,3,3,,5,5,2,,,2
00:23:01 2021/02/21,3,3,,2,4,2,,,3
00:33:03 2021/02/21,2,2,,2,1,4,,,2
00:43:06 2021/02/21,1,2,,2,2,4,,,2
00:53:09 2021/02/21,,1,,2,3,6,,,2
01:03:12 2021/02/21,,1,,,3,5,,,2
01:13:14 2021/02/21,,1,,1,2,5,,,2
01:23:17 2021/02/21,,2,,1,2,5,,,1
01:33:19 2021/02/21,,3,,1,3,2,,,
01:43:22 2021/02/21,,3,,1,3,3,,,
01:53:25 2021/02/21,,3,,1,3,1,,,
02:03:28 2021/02/21,,3,,1,3,1,,,
02:13:30 2021/02/21,,4,,,3,1,,,
02:23:33 2021/02/21,,2,,,3,1,,,
02:33:36 2021/02/21,,1,,,2,1,,,
02:43:38 2021/02/21,,1,,,2,,,,
02:53:40 2021/02/21,,1,,,1,,,,
03:03:43 2021/02/21,,1,,,1,,,,
03:13:46 2021/02/21,,,,,1,,,,1
03:23:49 2021/02/21,,,,,1,,,,1
03:33:52 2021/02/21,,,,,1,1,,,1
03:43:55 2021/02/21,,,,,1,1,,,2
03:53:57 2021/02/21,,,,,,1,1,,2
04:03:59 2021/02/21,2,,,,,1,1,,3
04:14:02 2021/02/21,3,,,1,1,1,2,,2
04:24:04 2021/02/21,4,,,1,1,1,2,,2
04:34:06 2021/02/21,5,1,,2,1,1,2,,2
04:44:09 2021/02/21,5,3,,2,1,1,2,,1
04:54:11 2021/02/21,5,3,,2,1,1,1,,1
05:04:14 2021/02/21,5,4,,2,1,2,1,,
05:14:17 2021/02/21,2,6,1,3,1,2,1,,
05:24:20 2021/02/21,2,7,1,3,,2,,,1
05:34:23 2021/02/21,2,8,1,4,,3,2,,2
05:44:27 2021/02/21,1,8,1,3,,2,3,,4
05:54:29 2021/02/21,4,8,1,3,,3,6,,7
06:04:32 2021/02/21,7,8,1,6,1,2,8,,8
06:14:35 2021/02/21,9,8,1,8,2,3,9,,8
06:24:38 2021/02/21,11,7,2,9,2,3,9,,10
06:34:40 2021/02/21,12,8,3,11,3,4,9,,12
06:44:42 2021/02/21,14,9,3,12,4,5,8,,13
06:54:45 2021/02/21,16,10,3,14,6,5,5,,12
07:04:47 2021/02/21,14,13,3,14,9,6,7,,13
07:14:50 2021/02/21,15,15,3,10,8,9,5,,15
07:24:52 2021/02/21,16,19,2,15,11,8,6,,17
07:34:55 2021/02/21,17,18,2,14,14,10,8,,18
07:44:58 2021/02/21,18,22,2,18,17,10,12,,19
07:55:01 2021/02/21,18,27,3,16,17,13,14,,22
08:05:04 2021/02/21,22,26,8,18,20,13,18,,24
08:15:07 2021/02/21,30,25,8,22,23,15,19,,25
08:25:09 2021/02/21,31,28,9,25,23,19,22,,26
08:35:12 2021/02/21,29,33,8,23,22,21,25,,24
08:45:14 2021/02/21,29,35,11,21,17,22,21,1,27
08:55:18 2021/02/21,26,37,11,21,15,23,21,4,31
09:05:21 2021/02/21,24,39,8,23,14,25,18,4,26
09:15:23 2021/02/21,19,47,9,19,12,27,17,7,33
09:25:25 2021/02/21,25,44,7,16,12,26,19,8,33
09:35:27 2021/02/21,28,46,8,19,15,29,20,11,36
09:45:30 2021/02/21,29,47,7,21,14,32,20,12,28
09:55:33 2021/02/21,39,42,11,25,15,29,21,9,33
10:05:35 2021/02/21,40,46,13,25,13,27,25,12,33
10:15:37 2021/02/21,40,43,14,24,13,24,29,10,32
10:25:40 2021/02/21,42,46,15,25,14,20,29,14,35
10:35:43 2021/02/21,41,48,17,24,13,19,30,14,39
10:45:45 2021/02/21,39,41,19,21,13,22,27,11,37
10:55:48 2021/02/21,32,48,17,15,14,26,33,14,36
